Order_ID,Category,Region,Quantity,Unit_Price,Discount,Rating,Sales
10043,Home & Kitchen,North,3,1656.41,0.194,3.0,4005.2
10044,Fashion,North,2,482.73,0.112,4.2,857.33
10045,Electronics,West,4,246.19,0.121,4.8,865.6
10046,Books,North,1,1797.75,0.133,3.2,1558.65
10047,Fashion,South,2,193.27,0.033,3.9,373.78
10048,Books,East,4,910.89,0.058,3.2,3432.23
10049,Home & Kitchen,East,4,3653.4,0.253,3.9,10916.36
10050,Books,East,1,3569.65,0.136,4.1,3084.18
10051,Books,West,3,3719.04,0.075,4.0,10320.34
10052,Electronics,South,2,1654.05,0.197,4.1,2656.4
10053,Fashion,West,3,4461.1,0.264,2.8,9850.11
10054,Fashion,South,5,3009.77,0.09,4.2,13694.45
10055,Fashion,West,1,717.53,0.289,4.2,510.16
10056,Electronics,East,5,804.22,0.325,4.2,2714.24
10057,Home & Kitchen,East,3,3496.17,0.209,2.7,8296.41
10058,Electronics,West,4,947.43,0.234,3.6,2902.93
10059,Home & Kitchen,West,3,2585.73,0.018,3.5,7617.56
10060,Home & Kitchen,West,2,4959.69,0.331,2.7,6636.07
10061,Books,East,4,119.64,0.137,3.1,413.0
10062,Home & Kitchen,North,4,181.24,0.323,,490.8
10063,Fashion,,1,4966.11,0.203,4.4,3957.99
10064,Books,North,4,2964.73,0.002,3.1,11835.2
10065,Fashion,West,4,721.86,0.013,4.6,2849.9
10066,Fashion,North,2,4496.78,0.238,3.9,6853.09
10067,Books,North,5,4413.86,0.197,4.4,17721.65
10068,Fashion,North,4,2727.38,0.009,3.7,10811.33
10069,Electronics,East,2,3146.78,0.26,3.7,4657.23
10070,Fashion,East,1,1438.62,0.298,4.0,1009.91
10071,Books,West,4,347.55,0.174,4.8,1148.31
10072,Electronics,South,2,3013.38,0.163,3.7,5044.4
10073,Fashion,South,4,1544.3,0.002,3.8,6164.85
10074,Electronics,North,3,3351.74,0.275,4.0,7290.03
10075,Home & Kitchen,North,3,4197.6,0.116,4.3,11132.04
10076,Fashion,South,1,188.99,0.308,2.7,130.78
10077,Fashion,West,4,3019.0,0.131,3.8,10494.04
10078,Electronics,East,1,1233.27,0.198,3.7,989.08
10079,Home & Kitchen,West,3,4382.05,0.095,4.8,11897.27
10080,Home & Kitchen,North,5,1342.96,0.056,3.7,6338.77
10081,Books,North,5,3092.77,0.271,3.7,11273.15
10082,Fashion,West,5,2812.35,0.174,4.9,11615.01
10083,Electronics,North,5,2041.22,0.188,3.6,8287.35
10084,Books,North,3,3420.34,0.338,3.0,6792.8
10085,Home & Kitchen,South,2,3656.27,0.337,3.0,4848.21
10086,Home & Kitchen,West,5,2878.0,0.299,2.7,10087.39
10087,Electronics,East,5,3816.27,0.066,2.5,17821.98
10088,Fashion,North,5,4918.74,0.208,3.6,19478.21
10089,Books,West,4,2154.43,0.307,4.4,5972.08
10090,Books,West,1,2621.46,0.131,4.3,2278.05
10091,Fashion,West,3,161.1,0.035,2.6,466.38
10092,Books,West,3,4000.54,0.284,3.9,8593.16
10093,Books,North,5,2649.13,0.169,2.9,11007.14
10094,Fashion,West,2,2099.01,0.198,4.9,3366.81
10095,Books,South,2,560.95,0.344,2.9,735.97
10096,Fashion,West,1,4459.32,0.213,4.1,3509.48
10097,Electronics,East,5,2035.54,0.149,3.3,8661.22
10098,Home & Kitchen,West,4,3444.65,0.129,4.1,12001.16
10099,Home & Kitchen,East,1,831.93,0.146,3.5,710.47
10100,Electronics,East,3,4811.59,0.041,4.4,13842.94
10101,Books,East,3,974.36,0.278,3.1,2110.46
10102,Electronics,West,3,1077.76,0.293,4.8,2285.93
10103,Books,East,5,4309.02,0.1,3.8,19390.59
10104,Electronics,North,1,4571.66,0.106,4.4,4087.06
10105,Books,West,2,1139.52,0.306,4.6,1581.65
10106,Books,East,1,2402.02,0.008,5.0,2382.8
10107,Books,South,2,3694.13,0.182,3.1,6043.6
10108,Home & Kitchen,East,5,4403.99,0.162,3.2,18452.72
10109,Fashion,West,5,1957.36,0.242,3.1,7418.39
10110,Home & Kitchen,West,1,2633.4,0.057,3.2,2483.3
10111,Fashion,West,4,3734.41,0.234,4.0,11442.23
10112,Books,South,2,3682.57,0.132,5.0,6392.94
10113,Home & Kitchen,West,1,3936.5,0.217,5.0,3082.28
10114,Fashion,South,2,2892.68,0.014,3.8,5704.36
10115,Home & Kitchen,East,1,612.61,0.162,4.1,513.37
10116,Home & Kitchen,East,3,4529.47,0.183,4.6,11101.73
10117,Electronics,North,5,4341.31,0.075,4.8,20078.56
10118,Electronics,South,3,4010.68,0.049,3.0,11442.47
10119,Electronics,North,4,589.33,0.066,3.8,2201.74
10120,Electronics,North,3,1101.55,0.12,4.6,2908.09
10121,Fashion,South,1,3743.64,0.034,3.3,3616.36
10122,Home & Kitchen,South,1,213.39,0.332,3.6,142.54
10123,Home & Kitchen,North,2,4898.2,0.142,5.0,8405.31
10124,Fashion,South,2,1948.01,0.283,5.0,2793.45
10125,Books,East,5,3624.63,0.341,4.8,11943.16
10126,Home & Kitchen,North,5,4449.1,0.028,4.5,21622.63
10127,Electronics,South,5,2033.69,0.228,3.2,7850.04
10128,Books,South,4,1663.75,0.305,3.3,4625.23
10129,Home & Kitchen,East,3,3082.83,0.222,3.9,7195.33
10130,Home & Kitchen,South,4,2946.85,0.15,3.9,10019.29
10131,Home & Kitchen,East,3,2104.79,0.151,3.8,5360.9
10132,Home & Kitchen,South,4,3048.7,0.013,,12036.27
10133,Electronics,South,4,4683.37,0.187,3.5,15230.32
10134,Home & Kitchen,South,4,2391.44,0.348,4.4,6236.88
10135,Books,North,4,1064.04,0.336,3.3,2826.09
10136,Fashion,East,1,1948.31,0.014,3.3,1921.03
10137,Home & Kitchen,North,4,2031.12,0.247,2.8,6117.73
10138,Electronics,South,2,742.43,0.106,3.0,1327.46
10139,Fashion,West,4,898.07,0.316,4.6,2457.12
10140,Fashion,West,3,3454.35,0.016,3.6,10197.24
10141,Books,East,5,1763.44,0.328,3.1,5925.16
10142,Electronics,West,2,4779.0,0.293,4.4,6757.51
10143,Fashion,West,5,1293.62,0.041,,6202.91
10144,Fashion,South,5,584.73,0.021,2.6,2862.25
10145,Books,West,2,3792.17,0.292,3.3,5369.71
10146,Books,South,3,4417.08,0.055,2.9,12522.42
10147,Electronics,South,3,1462.76,0.187,4.1,3567.67
10148,Electronics,East,4,1090.23,0.321,3.2,2961.06
10149,Books,West,4,1010.25,0.199,,3236.84
10150,Electronics,West,5,2657.86,0.139,2.6,11442.09
10151,Books,South,2,2395.24,0.156,4.0,4043.17
10152,Fashion,East,3,1371.26,0.022,2.6,4023.28
10153,Books,North,3,321.35,0.339,4.6,637.24
10154,Fashion,West,5,2459.31,0.109,2.9,10956.23
10155,Fashion,East,2,4800.73,0.066,4.0,8967.76
10156,Home & Kitchen,East,3,3297.34,0.1,3.6,8902.82
10157,Electronics,West,1,2527.98,0.338,3.6,1673.52
10158,Home & Kitchen,East,5,642.39,0.033,2.7,3105.96
10159,Home & Kitchen,North,2,1336.94,0.304,4.5,1861.02
10160,Books,South,2,1544.39,0.248,4.7,2322.76
10161,Books,North,3,3847.54,0.291,2.5,8183.72
10162,Home & Kitchen,East,3,4395.88,0.342,2.9,8677.47
10163,Fashion,North,5,4518.05,0.295,4.8,15926.13
10164,Fashion,North,3,4924.39,0.33,3.9,9898.02
10165,Fashion,East,3,4913.6,0.044,2.9,14092.2
10166,Books,East,1,4769.7,0.279,3.0,3438.95
10167,Fashion,East,1,451.93,0.191,4.1,365.61
10168,Electronics,West,2,775.19,0.19,4.3,1255.81
10169,Fashion,West,5,1591.89,0.315,4.0,5452.22
10170,Electronics,North,5,2809.2,0.34,4.9,9270.36
10171,Electronics,West,4,575.19,0.247,3.7,1732.47
10172,Electronics,East,4,4244.41,0.169,3.3,14108.42
10173,Books,East,2,3122.11,0.16,3.7,5245.14
10174,Home & Kitchen,North,1,2757.59,0.135,3.4,2385.32
10175,Home & Kitchen,East,1,910.03,0.127,3.1,794.46
10176,Fashion,East,2,1340.95,0.137,2.6,2314.48
10177,Home & Kitchen,East,2,885.53,0.031,3.4,1716.16
10178,Electronics,North,1,4274.47,0.027,4.3,4159.06
10179,Books,East,2,2962.72,0.273,2.5,4307.79
10180,Home & Kitchen,West,1,3702.13,0.156,3.6,3124.6
10181,Books,East,4,1550.56,0.326,4.1,4180.31
10182,Electronics,North,5,1919.14,0.214,4.0,7542.22
10183,Fashion,West,4,2083.79,0.012,4.4,8235.14
10184,Home & Kitchen,West,3,3824.07,0.055,4.5,10841.24
10185,Fashion,North,3,3884.53,0.072,4.3,10814.53
10186,Fashion,West,2,1113.39,0.342,2.8,1465.22
10187,Electronics,South,1,4713.54,0.077,,4350.6
10188,Fashion,East,3,691.21,0.181,4.0,1698.3
10189,Electronics,South,3,4491.0,0.328,3.1,9053.86
10190,Fashion,West,1,591.94,0.342,2.6,389.5
10191,Home & Kitchen,West,3,1396.25,0.083,3.1,3841.08
10192,Home & Kitchen,West,2,4247.74,0.017,3.6,8351.06
10193,Home & Kitchen,West,1,979.51,0.054,3.5,926.62
10194,Fashion,West,4,2126.48,0.022,2.9,8318.79
10195,Books,North,3,2304.31,0.068,4.6,6442.85
10196,Electronics,South,4,1301.77,0.199,4.8,4170.87
10197,Fashion,East,4,3580.2,0.319,3.0,9752.46
10198,Electronics,East,5,4271.54,0.188,4.8,17342.45
10199,Fashion,North,5,4385.42,0.219,2.5,17125.07
10200,Books,North,4,1762.68,0.071,4.8,6550.12
10201,Fashion,East,5,2701.17,0.28,4.9,9724.21
10202,Books,East,3,1317.19,0.216,2.5,3098.03
10203,Fashion,North,5,1299.5,0.302,4.4,4535.26
10204,Home & Kitchen,North,4,890.14,0.332,4.9,2378.45
10205,Fashion,North,4,4706.09,0.122,4.8,16527.79
10206,Fashion,East,5,4451.15,0.032,4.9,21543.57
10207,Books,North,3,3909.06,0.079,3.9,10800.73
10208,Books,East,4,2636.54,0.153,2.7,8932.6
10209,Fashion,South,2,2503.98,0.331,4.6,3350.33
10210,Books,South,5,2695.75,0.132,4.0,11699.56
10211,Fashion,East,4,2729.18,0.27,4.0,7969.21
10212,Home & Kitchen,East,4,2229.36,0.189,3.5,7232.04
10213,Books,East,3,745.6,0.064,3.9,2093.64
10214,Fashion,West,5,715.75,0.112,2.9,3177.93
10215,Home & Kitchen,West,1,4766.02,0.229,4.3,3674.6
10216,Fashion,West,1,2461.95,0.235,2.7,1883.39
10217,Electronics,East,3,4770.71,0.152,4.3,12136.69
10218,Electronics,South,4,901.53,0.08,4.6,3317.63
10219,Fashion,North,5,2816.64,0.253,3.7,10520.15
10220,Books,East,3,1117.81,0.059,3.8,3155.58
10221,Electronics,North,4,1340.6,0.328,3.3,3603.53
10222,Fashion,West,3,247.27,0.066,4.9,692.85
10223,Home & Kitchen,West,5,682.87,0.038,4.3,3284.6
10224,Electronics,North,4,4592.56,0.174,3.4,15173.82
10225,Home & Kitchen,West,3,1675.51,0.182,2.9,4111.7
10226,Fashion,North,5,3079.83,0.178,3.0,12658.1
10227,Books,East,1,2378.57,0.153,3.7,2014.65
10228,Home & Kitchen,North,5,2062.21,0.348,4.9,6722.8
10229,Home & Kitchen,South,1,2706.24,0.17,4.3,2246.18
10230,Electronics,East,2,1017.47,0.167,3.0,1695.11
10231,Fashion,East,5,4944.16,0.148,4.6,21062.12
10232,Books,South,4,4109.71,0.023,3.4,16060.75
10233,Electronics,West,5,3733.91,0.208,4.6,14786.28
10234,Books,West,4,2396.92,0.08,3.1,8820.67
10235,Fashion,North,4,849.1,0.223,4.0,2639.0
10236,Home & Kitchen,East,2,4611.26,0.018,4.8,9056.51
10237,Home & Kitchen,East,1,1772.8,0.343,3.1,1164.73
10238,Fashion,South,1,345.52,0.164,4.2,288.85
10239,Fashion,East,2,1777.78,0.314,5.0,2439.11
10240,Home & Kitchen,West,1,3992.84,0.166,2.9,3330.03
10241,Electronics,West,3,3151.27,0.021,2.7,9255.28
10242,Home & Kitchen,West,4,3779.11,0.288,4.2,10762.91
10243,Electronics,East,5,3988.81,0.227,3.3,15416.75
10244,Home & Kitchen,South,3,1138.58,0.274,2.7,2479.83
10245,Home & Kitchen,West,5,4626.54,0.15,3.7,19662.8
10246,Electronics,South,5,2246.15,0.223,4.4,8726.29
10247,Books,East,5,3231.17,0.3,3.2,11309.1
10248,Fashion,South,3,111.31,0.221,3.3,260.13
10249,Books,South,2,4967.51,0.122,4.6,8722.95
10250,Electronics,North,5,1476.39,0.232,3.8,5669.34
10251,Electronics,West,2,404.11,0.235,4.6,618.29
10252,Fashion,North,3,2345.48,0.336,3.6,4672.2
10253,Electronics,North,1,732.25,0.13,4.9,637.06
10254,Fashion,,4,846.4,0.149,4.1,2881.15
10255,Home & Kitchen,East,4,3198.19,0.284,2.8,9159.62
10256,Electronics,South,1,2025.34,0.177,4.7,1666.85
10257,Home & Kitchen,East,2,4617.08,0.258,3.7,6851.75
10258,Electronics,South,3,1663.87,0.161,2.9,4187.96
10259,Electronics,North,3,3658.28,0.075,2.9,10151.73
10260,Home & Kitchen,East,5,2359.39,0.261,,8717.95
10261,Books,North,2,3333.76,0.046,,6360.81
10262,Electronics,East,5,3038.51,0.07,3.2,14129.07
10263,Fashion,West,3,2416.64,0.219,2.8,5662.19
10264,Books,West,5,4755.3,0.262,3.6,17547.06
10265,Books,South,2,1779.3,0.313,3.5,2444.76
10266,Home & Kitchen,West,1,968.45,0.095,3.8,876.45
10267,Fashion,East,1,3422.66,0.039,3.2,3289.18
10268,Fashion,South,2,4245.44,0.335,2.6,5646.44
10269,Home & Kitchen,North,5,297.24,0.054,4.0,1405.95
10270,Home & Kitchen,South,1,2303.2,0.069,3.4,2144.28
10271,Fashion,East,2,4473.19,0.102,4.1,8033.85
10272,Electronics,West,1,3773.13,0.185,2.8,3075.1
10273,Electronics,North,5,4959.86,0.309,2.5,17136.32
10274,Books,East,4,2703.93,0.266,3.1,7938.74
10275,Fashion,West,4,3333.98,0.248,3.6,10028.61
10276,Fashion,West,4,1582.15,0.061,3.5,5942.56
10277,Fashion,South,4,4742.92,0.125,4.5,16600.22
10278,Books,,4,1895.04,0.167,3.4,6314.27
10279,Electronics,South,1,3718.7,0.052,3.8,3525.33
10280,Electronics,West,5,2075.39,0.096,4.0,9380.76
10281,Fashion,West,4,2852.91,0.108,2.6,10179.18
10282,Fashion,East,4,3626.93,0.045,3.8,13854.87
10283,Home & Kitchen,North,2,2593.78,0.193,3.4,4186.36
10284,Fashion,North,5,4544.72,0.247,3.6,17110.87
10285,Fashion,South,2,2154.57,0.024,2.8,4205.72
10286,Books,East,1,3270.65,0.168,4.5,2721.18
10287,Electronics,North,5,1777.58,0.274,4.9,6452.62
10288,Home & Kitchen,East,2,2099.97,0.262,2.6,3099.56
10289,Home & Kitchen,East,1,2256.25,0.285,4.0,1613.22
10290,Fashion,North,4,716.45,0.157,,2415.87
10291,Books,North,2,549.45,0.287,3.2,783.52
10292,Fashion,South,5,3370.7,0.084,4.5,15437.81
10293,Books,East,3,3312.04,0.126,4.1,8684.17
10294,Fashion,West,1,3348.26,0.062,4.8,3140.67
10295,Home & Kitchen,South,5,196.86,0.164,5.0,822.87
10296,Home & Kitchen,South,3,1700.08,0.137,2.6,4401.51
10297,Books,West,2,1069.27,0.084,3.6,1958.9
10298,Fashion,South,4,3912.94,0.263,3.9,11535.35
10299,Fashion,South,3,4317.09,0.11,2.9,11526.63
10300,Electronics,South,1,1308.73,0.095,3.3,1184.4
10301,Fashion,North,4,3372.46,0.046,5.0,12869.31
10302,Books,South,3,733.88,0.154,2.5,1862.59
10303,Electronics,East,4,1448.25,0.106,3.6,5178.94
10304,Books,West,5,779.41,0.129,4.6,3394.33
10305,Home & Kitchen,East,4,1489.25,0.083,3.3,5462.57
10306,Electronics,West,4,3406.21,0.267,3.7,9987.01
10307,Fashion,East,2,4560.6,0.326,4.9,6147.69
10308,Home & Kitchen,North,2,1092.36,0.174,3.7,1804.58
10309,Fashion,South,3,2756.19,0.225,2.8,6408.14
10310,Electronics,West,5,3536.82,0.304,2.6,12308.13
10311,Home & Kitchen,North,3,4769.32,0.35,4.9,9300.17
10312,Home & Kitchen,West,2,3089.3,0.215,3.2,4850.2
10313,Electronics,East,4,1350.02,0.311,3.8,3720.66
10314,Fashion,South,5,3164.84,0.318,2.7,10792.1
10315,Electronics,West,5,1670.41,0.277,3.6,6038.53
10316,Home & Kitchen,West,2,4883.03,0.161,4.8,8193.72
10317,Home & Kitchen,North,4,2058.41,0.028,3.8,8003.1
10318,Home & Kitchen,North,3,3458.6,0.006,4.9,10313.55
10319,Books,East,3,213.82,0.167,3.1,534.34
10320,Books,West,2,2060.3,0.173,3.8,3407.74
10321,Fashion,North,1,4388.03,0.143,4.6,3760.54
10322,Electronics,East,2,3090.11,0.199,3.6,4950.36
10323,Home & Kitchen,North,3,2275.32,0.193,3.2,5508.55
10324,Books,East,5,4686.09,0.293,4.6,16565.33
10325,Books,East,5,4284.52,0.038,3.5,20608.54
10326,Electronics,North,1,1678.86,0.079,3.8,1546.23
10327,Electronics,East,4,2768.29,0.278,4.9,7994.82
10328,Electronics,West,1,2500.14,0.297,3.0,1757.6
10329,Electronics,West,4,3197.79,0.348,3.3,8339.84
10330,Home & Kitchen,North,2,1737.15,0.306,2.6,2411.16
10331,Home & Kitchen,North,3,1296.6,0.311,3.5,2680.07
10332,Fashion,North,4,4572.09,0.11,3.0,16276.64
10333,Fashion,South,3,4626.99,0.141,4.2,11923.75
10334,Books,North,5,4232.28,0.094,3.0,19172.23
10335,Fashion,West,3,4893.2,0.212,4.2,11567.52
10336,Books,West,5,3750.46,0.329,3.2,12582.79
10337,Books,West,4,3846.87,0.121,,13525.59
10338,Fashion,North,2,3836.69,0.195,3.4,6177.07
10339,Electronics,North,4,2454.98,0.104,4.3,8798.65
10340,Books,West,3,2336.62,0.059,3.7,6596.28
10341,Home & Kitchen,South,3,1277.11,0.068,3.4,3570.8
10342,Fashion,East,1,3259.61,0.02,4.6,3194.42
10343,Home & Kitchen,West,1,1517.67,0.332,3.9,1013.8
10344,Home & Kitchen,North,3,1363.26,0.141,3.0,3513.12
10345,Books,North,1,2971.21,0.292,4.8,2103.62
10346,Fashion,North,5,2108.91,0.238,3.4,8034.95
10347,Books,North,5,1172.4,0.067,2.6,5469.25
10348,Books,North,4,4098.67,0.061,3.7,15394.6
10349,Electronics,West,4,4316.79,0.284,2.8,12363.29
10350,Electronics,,3,921.73,0.093,3.1,2508.03
10351,Home & Kitchen,West,1,136.78,0.32,4.4,93.01
10352,Electronics,West,2,1747.04,0.049,2.8,3322.87
10353,Fashion,West,3,4007.8,0.237,4.5,9173.85
10354,Fashion,North,5,4211.95,0.285,4.8,15057.72
10355,Books,South,2,777.81,0.082,4.0,1428.06
10356,Books,West,3,3894.25,0.097,4.3,10549.52
10357,Electronics,North,2,666.95,0.338,4.3,883.04
10358,Books,North,1,2011.31,0.093,5.0,1824.26
10359,Electronics,East,1,4993.19,0.15,3.4,4244.21
10360,Home & Kitchen,West,2,1043.7,0.151,2.9,1772.2
10361,Books,West,1,854.42,0.089,3.8,778.38
10362,Books,West,1,2171.72,0.272,3.8,1581.01
10363,Electronics,North,2,3136.38,0.27,2.9,4579.11
10364,Books,West,2,4671.21,0.132,4.0,8109.22
10365,Electronics,West,3,4906.02,0.292,2.5,10420.39
10366,Home & Kitchen,East,1,441.24,0.075,4.8,408.15
10367,Fashion,West,2,776.19,0.002,3.2,1549.28
10368,Fashion,West,3,3974.62,0.2,2.6,9539.09
10369,Electronics,South,5,1426.1,0.348,2.8,4649.09
10370,Books,North,4,4435.76,0.014,3.1,17494.64
10371,Fashion,South,5,3350.92,0.073,3.2,15531.51
10372,Home & Kitchen,North,2,648.04,0.182,2.6,1060.19
10373,Fashion,North,3,4179.39,0.283,3.2,8989.87
10374,Fashion,,3,964.15,0.031,3.0,2802.78
10375,Books,East,5,2175.13,0.138,3.4,9374.81
10376,Electronics,East,5,2805.71,0.261,3.5,10367.1
10377,Home & Kitchen,East,5,2553.75,0.13,3.3,11108.81
10378,Home & Kitchen,East,4,3462.2,0.066,,12934.78
10379,Fashion,East,3,3298.17,0.068,2.7,9221.68
10380,Fashion,East,3,4961.01,0.144,2.6,12739.87
10381,Electronics,North,5,4997.17,0.168,3.0,20788.23
10382,Books,West,2,2630.65,0.302,4.4,3672.39
10383,Books,South,2,566.48,0.225,5.0,878.04
10384,Electronics,North,5,3666.43,0.242,4.8,13895.77
10385,Electronics,West,2,4885.65,0.344,3.8,6409.97
10386,Electronics,East,2,1659.8,0.144,3.8,2841.58
10387,Electronics,North,3,2359.92,0.141,3.3,6081.51
10388,Books,North,2,2181.41,0.323,4.4,2953.63
10389,Books,North,5,351.95,0.086,4.4,1608.41
10390,Electronics,South,5,3394.1,0.255,4.6,12643.02
10391,Home & Kitchen,North,2,1831.35,0.264,4.7,2695.75
10392,Electronics,East,3,3958.57,0.034,3.6,11471.94
10393,Fashion,East,5,4177.39,0.164,4.4,17461.49
10394,Home & Kitchen,West,4,4124.03,0.07,4.5,15341.39
10395,Home & Kitchen,East,2,2141.66,0.065,3.3,4004.9
10396,Books,East,3,1675.57,0.162,4.8,4212.38
10397,Electronics,East,4,3769.22,0.101,2.7,13554.12
10398,Electronics,North,4,4026.81,0.279,5.0,11613.32
10399,Fashion,North,1,2507.16,0.318,4.4,1709.88
10400,Fashion,East,2,4475.85,0.281,2.7,6436.27
10401,Books,North,5,805.15,0.093,4.1,3651.36
10402,Books,North,2,4407.44,0.096,2.6,7968.65
10403,Fashion,North,2,570.87,0.089,4.4,1040.13
10404,Books,West,2,852.28,0.047,4.5,1624.45
10405,Fashion,South,1,2715.82,0.33,4.0,1819.6
10406,Home & Kitchen,East,1,430.84,0.141,4.6,370.09
10407,Fashion,South,2,358.75,0.079,2.7,660.82
10408,Electronics,North,5,102.54,0.296,3.2,360.94
10409,Books,South,1,2237.95,0.14,3.5,1924.64
10410,Electronics,North,2,3895.66,0.012,2.6,7697.82
10411,Electronics,West,1,270.71,0.057,3.6,255.28
10412,Electronics,North,3,3296.06,0.224,3.2,7673.23
10413,Fashion,South,2,4133.32,0.274,3.5,6001.58
10414,Electronics,West,4,923.2,0.074,3.6,3419.53
10415,Electronics,East,3,819.63,0.321,4.7,1669.59
10416,Home & Kitchen,South,4,4317.92,0.298,3.2,12124.72
10417,Books,East,4,4133.31,0.297,4.7,11622.87
10418,Electronics,West,3,2740.81,0.08,3.6,7564.64
10419,Fashion,South,5,4114.08,0.018,3.3,20200.13
10420,Home & Kitchen,East,3,554.5,0.304,3.8,1157.8
10421,Books,West,5,2032.96,0.107,3.5,9077.17
10422,Home & Kitchen,East,5,3715.21,0.217,3.1,14545.05
10423,Books,South,3,1361.51,0.266,3.8,2998.05
10424,Home & Kitchen,North,4,3786.41,0.045,2.9,14464.09
10425,Fashion,North,2,2570.48,0.273,3.4,3737.48
10426,Electronics,West,5,3776.3,0.328,3.9,12688.37
10427,Books,East,4,2376.93,0.255,3.5,7083.25
10428,Books,South,5,1902.73,0.154,4.6,8048.55
10429,Electronics,South,2,1174.03,0.307,3.1,1627.21
10430,Home & Kitchen,East,4,1121.06,0.185,4.9,3654.66
10431,Electronics,East,3,3782.3,0.261,4.5,8385.36
10432,Home & Kitchen,East,1,682.66,0.287,4.9,486.74
10433,Books,South,1,521.31,0.262,4.6,384.73
10434,Electronics,East,3,963.83,0.101,2.9,2599.45
10435,Fashion,South,2,959.2,0.041,3.8,1839.75
10436,Electronics,West,1,4133.23,0.083,2.9,3790.17
10437,Home & Kitchen,North,3,2052.68,0.176,4.5,5074.22
10438,Books,North,4,4952.9,0.177,4.0,16304.95
10439,Electronics,South,2,772.34,0.204,3.2,1229.57
10440,Fashion,East,5,3302.35,0.138,4.8,14233.13
10441,Books,East,4,2298.77,0.275,2.8,6666.43
10442,Fashion,South,3,2025.3,0.32,3.9,4131.61
10443,Electronics,West,5,4387.91,0.086,4.3,20052.75
10444,Fashion,South,3,4880.42,0.258,2.6,10863.81
10445,Home & Kitchen,North,1,4377.01,0.237,4.0,3339.66
10446,Home & Kitchen,North,1,1042.27,0.183,4.5,851.53
10447,Fashion,West,5,1181.91,0.066,2.7,5519.52
10448,Books,North,5,3314.76,0.278,3.8,11966.28
10449,Home & Kitchen,West,4,1516.51,0.336,3.1,4027.85
10450,Fashion,South,1,3700.15,0.253,4.2,2764.01
10451,Books,North,2,2875.46,0.321,2.8,3904.87
10452,Books,South,1,2799.45,0.344,4.8,1836.44
10453,Fashion,East,1,4159.88,0.123,4.7,3648.21
10454,Electronics,South,2,3581.61,0.223,,5565.82
10455,Home & Kitchen,West,3,230.23,0.166,3.3,576.04
10456,Home & Kitchen,East,1,342.35,0.345,,224.24
10457,Electronics,South,5,3047.64,0.033,4.3,14735.34
10458,Home & Kitchen,East,3,2482.34,0.144,3.6,6374.65
10459,Books,West,2,1374.9,0.306,2.9,1908.36
10460,Electronics,South,3,2151.41,0.099,2.8,5815.26
10461,Home & Kitchen,North,4,3813.76,0.276,5.0,11044.65
10462,Electronics,South,2,4150.4,0.134,3.6,7188.49
